file_38.xls	11				화재(폭발포함)배상책임	화재 또는 폭발사고로 타인의 신체 또는 재물에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해	1인당 1.5억원한도/1사고당 1억원한도				
file_38.xls	17				화재(폭발및무과실포함)배상책임	화재 또는 폭발사고로 타인의 신체 또는 재물에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해(단, 점주의 과실여부 불문)	1인당 1.5억원한도/1사고당 10억원한도				
file_38.xls	23				화재배상책임Ⅲ(무과실책임포함,다중이용업소)	화재로 인해 타인을 사망케 하거나 부상 입혀 혹은 타인의 재물을 망그러뜨려 법률상의 배상책임을 부담시	대인배상 : 관계법령에서 정하는 금액 한도/ 대물배상 : 1사고당 보험가입금액 한도				
file_38.xls	35				화재(폭발포함)배상책임Ⅱ	보험의 목적에서 발생한 화재 또는 폭발사고로 타인의 신체 또는 재물에 대한 법률상의 배상책임을 부담함으로써 입은 손해를 보상(단, 「다중이용업소의 안전관리에 관한 특별법」 제13조의2(화재배상책임보험 가입의무)에 따라 다중이용업주 및 다중이용업을 하려는 자가 가입한 의무보험에 해당하는 경우에는 피보험자의 과실여부를 불문함)	대인(1인당) : 사망·후유장해 1억원 한도, 부상 2천만원 한도				
file_38.xls	38		롯데손보	(무) let:care 화재배상책임보험(2601)	임차자배상책임(화재)	피보험자가 임차한 보험증권에 기재된 부동산이 화재로 인하여 없어지거나 망가짐으로써 그 부동산에 대하여 정당한 권리를 가진자에게 법률상 배상책임을 부담함으로써 손해를 입은 경우	보험가입금액 한도	830	830	87.3	87.3
file_38.xls	39				화재(폭발포함)배상책임(다중이용업소제외)	보험목적에서 발생한 화재 또는 폭발사고로 타인의 신체 또는 재물에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해 보상	대인(1인당) : 사망·후유장해 1억 5천만원 한도, 부상 3천만원 한도, 대물(1사고당) : 보험가입금액 한도				
file_38.xls	40				화재(폭발포함)배상책임(무과실책임포함,다중이용업소)	보험목적에서 발생한 화재 또는 폭발사고로 타인의 신체 또는 재물에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해 보상. 단, ·다중이용업소의 안전관리에 관한 특별법· 제13조의2(화재배상책임보험 가입의무)에 따라 다중이용업주 및다중이용업을 하려는 자가 가입한 의무보험에 해당하는 경우에는 피보험자의 과실여부를 불문함					
file_38.xls	46				화재배상책임Ⅲ	화재 또는 폭발사고로 피해자의 신체 또는 재물에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해	대인1.5억원한도/대물1사고당 보험가입금액한도				
file_38.xls	52				화재배상책임Ⅲ	화재 또는 폭발사고로 피해자의 신체 또는 재물에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해	대인1.5억원한도/대물1사고당 보험가입금액한도				
file_38.xls	58				업무상 과실치사상 변호사선임비용	업무상 과실 또는 중대한 과실로 타인의 신체에 상해를 입혀 형법 제268조(업무상 과실·중과실 치사상)을 죄명으로 아래 ① 또는 ②로 인해 변호사선임비용이 발생한 경우① 구속영장에 의해 구속되거나 검사에 의해 공소제기(단, 약식기소 제외)된 경우② 검사에 의해 약식기소 되었으나 법원에 의해 공판절차에 의한 재판이 진행되게 된 경우	가입금액 한도				
file_38.xls	59				화재(폭발포함) 배상책임Ⅱ	피보험자가 보험증권에 기재된 물건에서 발생한 화재 또는 폭발사고로 인하여 타인의 신체에 피해를 입히거나 타인의 재물을 망가뜨려 법률상 배상책임을 부담함으로써 입은 손해 발생시※ 단,「다중이용업소의 안전관리에 관한 특별법」 제13조의2(화재배상책임보험 가입 의무)에 따라 다중이용업주 및 다중이용업을 하려는 자가 가입한 의무보험에 해당하는 경우에는 피보험자의 과실여부를 불문함	대인(1명당): 사망/후유장해 1억5000만원 한도, 부상 3000만원 한도				
file_38.xls	66				업무상 과실치사상 변호사선임비용	업무상 과실 또는 중대한 과실로 타인의 신체에 상해를 입혀 형법 제268조(업무상 과실·중과실 치사상)을 죄명으로 아래 ① 또는 ②로 인해 발생한 변호사선임비용 중 실제로 부담한 금액을 가입금액 한도로 지급 ① 구속영장에 의해 구속되거나 검사에 의해 공소제기(단, 약식기소 제외) 된 경우 ② 검사에 의해 약식기소 되었으나 법원에 의해 공판절차에 의한 재판이 진행되게 된 경우					
file_38.xls	72				화재(폭발포함) 배상책임Ⅱ	피보험자가 보험증권에 기재된 물건에서 발생한 화재 또는 폭발사고로 인하여 타인의 신체에 피해를 입히거나 타인의 재물을 망가뜨려 법률상 배상책임을 부담함으로써 입은 손해 발생시※ 단,「다중이용업소의 안전관리에 관한 특별법」 제13조의2(화재배상책임보험 가입 의무)에 따라 다중이용업주 및 다중이용업을 하려는 자가 가입한 의무보험에 해당하는 경우에는 피보험자의 과실여부를 불문함	대인(1명당): 사망/후유장해 1억5000만원 한도, 부상 3000만원 한도				
file_38.xls	78				화재(폭발포함) 배상책임Ⅱ	피보험자가 보험증권에 기재된 물건에서 발생한 화재 또는 폭발사고로 인하여 타인의 신체에 피해를 입히거나 타인의 재물을 망가뜨려 법률상 배상책임을 부담함으로써 입은 손해 발생시※ 단,「다중이용업소의 안전관리에 관한 특별법」 제13조의2(화재배상책임보험 가입 의무)에 따라 다중이용업주 및 다중이용업을 하려는 자가 가입한 의무보험에 해당하는 경우에는 피보험자의 과실여부를 불문함	대인(1명당): 사망/후유장해 1억5000만원 한도, 부상 3000만원 한도				
file_38.xls	85				업무상 과실치사상 변호사선임비용	업무상 과실 또는 중대한 과실로 타인의 신체에 상해를 입혀 형법 제268조(업무상 과실·중과실 치사상)을 죄명으로 아래 ① 또는 ②로 인해 발생한 변호사선임비용 중 실제로 부담한 금액을 지급 ① 구속영장에 의해 구속되거나 검사에 의해 공소제기(단, 약식기소 제외)된 경우 ② 검사에 의해 약식기소 되었으나 법원에 의해 공판절차에 의한 재판이 진행되는 경우 ※ 1사고로 항소심, 상고심을 포함하여 다수의 소송을 하였을 경우 그 소송동안 피보험자가 실제로 부담한 전체 변호사선임비용을 합쳐서 가입금액을 한도로 보상	가입금액 한도				
file_38.xls	86				화재(폭발포함) 배상책임Ⅱ	피보험자가 보험증권에 기재된 물건에서 발생한 화재 또는 폭발사고로 인하여 타인의 신체에 피해를 입히거나 타인의 재물을 망가뜨려 법률상 배상책임을 부담함으로써 입은 손해 발생시※ 단,「다중이용업소의 안전관리에 관한 특별법」 제13조의2(화재배상책임보험 가입 의무)에 따라 다중이용업주 및 다중이용업을 하려는 자가 가입한 의무보험에 해당하는 경우에는 피보험자의 과실여부를 불문함	대인(1명당): 사망/후유장해 1억5000만원 한도, 부상 3000만원 한도				
file_38.xls	94				화재배상책임Ⅱ	보험목적에 발생한 화재ㆍ폭발사고로 인하여 타인의 재물 또는 신체에 손해를 입힘으로써 법률상의 배상책임을 부담하는 경우	1억원				
file_38.xls	100				화재배상책임Ⅱ	보험목적에 발생한 화재ㆍ폭발사고로 인하여 타인의 재물 또는 신체에 손해를 입힘으로써 법률상의 배상책임을 부담하는 경우	1억원				
file_38.xls	105				화재배상책임Ⅱ	보험기간 중 피보험자가 보험목적에서 발생한 화재 또는 폭발사고로 타인을 사망케 하거나 부상을 입혀 혹은 타인의 재물을 망가뜨려 법률상의 배상책임을 부담함으로써 입은 손해를 보상(대인사망시 한도 : 피해자 1인당 대인 가입금액, 실손해액이 2천만원 미만인 경우에는 2천만원)(					
file_38.xls	109				화재배상책임Ⅱ	보험기간 중 피보험자가 보험목적에서 발생한 화재 또는 폭발사고로 타인을 사망케 하거나 부상을 입혀 혹은 타인의 재물을 망가뜨려 법률상의 배상책임을 부담함으로써 입은 손해를 보상(대인사망시 한도 : 피해자 1인당 대인 가입금액, 실손해액이 2천만원 미만인 경우에는 2천만원)(					
file_38.xls	114				화재배상책임Ⅱ	보험기간 중 피보험자가 보험목적에서 발생한 화재 또는 폭발사고로 타인을 사망케 하거나 부상을 입혀 혹은 타인의 재물을 망가뜨려 법률상의 배상책임을 부담함으로써 입은 손해를 보상(대인사망시 한도 : 피해자 1인당 대인 가입금액, 실손해액이 2천만원 미만인 경우에는 2천만원)(	보험가입금액 한도				
file_38.xls	120				화재(폭발포함)배상책임Ⅱ(실손)	보험증권에 목적물(보험증권상의 소재지의 보장지역(면적) 내에서 피보험자가 소유, 사용 또는 관리하는 물건)에서 발생한 화재(폭발포함)로 인해 타인의 신체 및 재물에 손해에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해	보험가입금액(대인 1억, 대물 1억) 한도내 실손보상				
file_38.xls	126				화재(폭발포함)배상책임Ⅱ(실손)	보험증권에 목적물(보험증권상의 소재지의 보장지역(면적) 내에서 피보험자가 소유, 사용 또는 관리하는 물건)에서 발생한 화재(폭발포함)로 인해 타인의 신체 및 재물에 손해에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해	보험가입금액(대인 1억, 대물 1억) 한도내 실손보상				
file_38.xls	128		DB손보	(무)드림빅비즈니스보장보험2601(1종)	가스사고배상책임Ⅱ(실손)	보험증권에 기재된 시설 내에서 가스를 소유, 사용, 관리 중에 가스사고로 인해 타인의 신체 및 재물에 손해에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해를 아래의 한도 내에서 실손해액 지급	보험가입금액(1.5억)한도 내 실손보상	26,592	26,592	102.9	102.9
file_38.xls	130				배상책임종합보장(실손)	피보험자가 소유, 사용, 관리하는 보험증권에 기재된 시설 및 그 시설의 용도에 따른 업무수행으로 생긴 우연한 사고로 타인의 신체에 장해를 입히거나 재물에 손해를 입혀 법률상 손해배상책임을 부담함으로써 입은 실손해액 지급	보험가입금액(1억)한도 내 실손보상				
file_38.xls	133				화재(폭발포함)배상책임Ⅱ(실손)	보험증권에 목적물(보험증권상의 소재지의 보장지역(면적) 내에서 피보험자가 소유, 사용 또는 관리하는 물건)에서 발생한 화재(폭발포함)로 인해 타인의 신체 및 재물에 손해에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해	보험가입금액(대인 1억, 대물 1억) 한도내 실손보상				
file_38.xls	149				화재배상책임Ⅲ보장	피보험자가 가입한 보험의 목적에 대해 화재(폭발 포함)로 인하여 타인의 신체 또는 재물에 대한 법률상의 손해배상책임을 부담함으로써 입은 손해를 보상(단, 다중이용업소의 경우 피보험자의 과실 여부를 불문합니다.)	대인: 1인당 1.5억원 한도대물: 1사고당 가입금액 한도(다중이용업소 가입시 10억원)				
file_39.xls	13		메리츠화재	(무) 펫퍼민트 Puppy&Family보험 다이렉트2601	갱신형 펫퍼민트 반려견 배상책임보장	반려견의 행위에 기인하는 우연한 사고로 피해자에게 신체의 장해에 대한 법률상의 배상책임 또는 타인 소유의 반려동물에 손해를 입혀 그에 대한 배상책임 부담시 자기부담금을 차감한 금액의 지급한도액 내에서 보상	1000만원 한도	33,971	33,871	110.3	110.3
file_39.xls	17		메리츠화재	(무) 펫퍼민트 Puppy&Family보험2601	갱신형 펫퍼민트 반려견 배상책임보장	반려견의 행위에 기인하는 우연한 사고로 피해자에게 신체의 장해에 대한 법률상의 배상책임 또는 타인 소유의 반려동물에 손해를 입혀 그에 대한 배상책임 부담시 자기부담금을 차감한 금액의 지급한도액 내에서 보상	1000만원 한도	37,461	37,361	121.6	121.7
file_39.xls	21		삼성화재	무배당 삼성화재 다이렉트 착한펫보험(강아지)(2601.6)	[갱신형] 반려견 배상책임	보험증권에 기재된 피보험자의 반려견의 행위에 기인하는 우연한 사고로 타인의 신체의 피해(대인) 또는 타인의 반려동물의 손해(대물)에 대한 법률상배상책임을 부담함으로써 입은 손해 발생시 가입금액을 한도로 보상※ 1사고당 자기부담금 : 10만원	가입금액 한도	25,725	25,485	94.2	94.2
file_39.xls	115				반려견배상책임보장(갱신형)	반려견의 행위에 기인하는 우연한 사고로 인하여 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담하는 경우	1사고당 500만원 한도				
file_39.xls	125		농협손보	(무) NH펫앤미든든보험[1종:실속형/강아지]2601	(갱신형)반려동물 배상책임(강아지)	피보험자가 대한민국 내에서 보험기간 중 반려동물(강아지)의 행위에 기인하는 우연한 사고로 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담함으로써 입은 손해를 1사고당 약관에 따라 보상	가입금액 한도	36,864	36,861	104.7	103.6
file_39.xls	131		농협손보	(무) NH펫앤미든든보험[2종:일반형/강아지]2601	(갱신형)반려동물 배상책임(강아지)	피보험자가 대한민국 내에서 보험기간 중 반려동물(강아지)의 행위에 기인하는 우연한 사고로 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담함으로써 입은 손해를 1사고당 약관에 따라 보상	가입금액 한도	36,904	36,901	104.7	103.6
file_39.xls	147		농협손보	(무) NH다이렉트펫앤미든든보험[1종:강아지]2601	(갱신형)반려동물 배상책임(강아지)	피보험자가 대한민국 내에서 보험기간 중 반려동물(강아지)의 행위에 기인하는 우연한 사고로 타인의 신체장해 및 타인 소유의 반려동물에 손해를 입혀 법률상의 배상책임을 부담함으로써 입은 손해를 1사고당 약관에 따라 보상	가입금액 한도	33,801	33,798	96.1	95.0
file_42.xls	9				이륜자동차 운전중 교통사고처리지원금(동승자제외)	이륜자동차를 운전하던 중에 발생한 급격하고도 우연히 발생한 자동차사고로 인하여 타인(피보험자의 부모, 배우자 및 자녀 및 피보험자가 운전하던 이륜자동차의 동승자인 경우 제외합니다)에게 상해를 입혀 형사합의를 한 경우	1억원				
file_42.xls	11				자동차사고 변호사선임비용(Ⅲ)	자동차를 운전하던 중 또는 자가용자동차 운전 후 비탑승 상태에서 발생한 급격하고도 우연한 자동차사고로 타인의 신체에 상해를 입힘으로써, 변호사선임비용을 부담함으로써 입은 손해	500만원				
file_42.xls	12		메리츠화재	(무) 메리츠 운전자 상해 종합보험2601(1종)	교통사고·처리지원금(Ⅸ)(비탑승중포함)	자동차(이륜자동차 제외)를 운전하던 중 또는 운전 후 비탑승 상태에서 발생한 급격하고도 우연히 발생한 자동차사고로 인하여 타인(피보험자의 부모, 배우자 및 자녀인 경우 제외합니다)에게 상해를 입혀 형사합의를 한 경우	2억원	5,934	4,911	114.7	115.0
file_42.xls	13				심급별 자동차사고·변호사선임비용Ⅱ	자동차를 운전하던 중 또는 자동차 운전 후 비탑승 상태에서 발생한 급격하고도 우연한 자동차사고로 타인의 신체에 상해를 입힘으로써, 변호사선임비용을 부담함으로써 입은 손해	1,500만원				
file_42.xls	18		메리츠화재	(무) 메리츠 운전자 상해 종합보험2601(2종)	교통사고·처리지원금(Ⅸ)(비탑승중포함)	자동차(이륜자동차 제외)를 운전하던 중 또는 운전 후 비탑승 상태에서 발생한 급격하고도 우연히 발생한 자동차사고로 인하여 타인(피보험자의 부모, 배우자 및 자녀인 경우 제외합니다)에게 상해를 입혀 형사합의를 한 경우	2억원	5,990	4,955	115.0	115.4
file_42.xls	19				심급별 자동차사고·변호사선임비용Ⅱ	자동차를 운전하던 중 또는 자동차 운전 후 비탑승 상태에서 발생한 급격하고도 우연한 자동차사고로 타인의 신체에 상해를 입힘으로써, 변호사선임비용을 부담함으로써 입은 손해	1,500만원				
file_42.xls	25				대인형사합의실손비Ⅲ(운전자용,비탑승중포함)	자동차 운전 중 및 운전 후 비탑승 상태에서 발생한 사고로 타인에게 다음 중 어느 하나에 해당하는 손해를 입힌 경우 형사합의금으로 지급한 금액 실손보상 / 사망하게 하거나 일반교통사고로 중상해를 입혀 관련법령에 따라 공소제기되거나 자배법에서 정한 부상등급 1-3급 부상을 입힌 경우 1인당 보험가입금액 한도 / 중대법규위반사고로 피해자가 42일이상 치료를 요한다는 진단을 받은 경우(운전 중 사고를 원인으로 한 경우에 한함) 진단주수별 약관에 정한 금액 한도 / 일반교통사고로 자배법에서 정한 부상등급 1-3급 외에 해당하는 부상을 입히고 경찰서 또는 검찰청에 제출된 의사 진단서 또는 소견서 상 중상해이며 경찰조사 후 불송치되거나 검찰에 의해 불기소된 경우 1인당 약관에 정한 금액 한도※ 비탑승 상태에서 발생한 사고 중 주정차한 이후에 발생한 사고는 사망한 경우 또는 중상해로 공소제기된 경우에 한하여 보상	1인당 지급, 실손 보상사망 : 2억원 한도42일~69일진단 :3천만원한도70일~139일진단 :1억원한도140일이상진단 :1억5천만원한도중상해 : 2억원 한도				
